tweet,Sentimen
"Pemerintah belum bisa efektif lawan covid, ditambah kasus kaya gini. Mereka pusing",Negatif
"Jangan ngimpi Indonesia akan bebas dr Pandemi. Jangan September 2020, malah bisa jdi 2021 kalau cara Pemerintah Perangi Covid-19 spt ini. Tak ada sedikit pun kepekaan sjk awal muncul Virus. Coba kita perhatikan kurva, sama sekali gk turun malah naik terus. Jd msh dlm kewaspadaan.  https://twitter.com/OssyDermawan/status/1257956948189655041 …",Negatif
"Masalahnya kek pemerintah gak bisa bikin indikator, kayak kapan harus diturunkan PSBB, kapan moda umum dijalankan lg, kapan batasan antar provinsi/kab/kota dibuka lagi. Harusnya ada indikatornya dan indikatornya didasari sama data epidemiology Covid-19.",Negatif
"Mba Nana, rasanya kita sulit mengajak masyarakat utk ikut membantu pemerintah, termasuk membantu tenaga medis utk memutus mata rantai penyebaran covid-19, mengapa demikian? Karena prilaku masyarakat kita bukan masyarakat yg taat aturan, keras kepala dan bandel, jadi rasanya sulit",Positif
"Lawan konspirasi dengan konspirasi.

Konspirasi yg JRX gaungkan sengaja untuk mengalihkan perhatian masyarakat agar tidak mengkritisi kebijakan pemerintah dalam menangani kasus covid-19.",Negatif
"Demi Bantu Pemerintah dan Tim Medis Menangani Covid-19, 3 Remaja Asal Lamsel Sumbangkan Tabungannya -  https://mediamerdeka.co/?p=36413  pic.twitter.com/237elUpbrj",Positif
"Ini salah satu alasanku mengikuti aturan pemerintah, agar tidak terpapar covid-19
Jika sembuh pun bisa saja menyisakan beberapa gangguan di otak dan di hati yang menyebabkan distorsi pikiran dan rasa di hati",Positif
"Karna penanganan covid yg ""begini"" dari pemerintah. Tenaga kesehatan marah bgt",Negatif
"Jangan bicarakan teori konspirasi sekarang deh, jangan cari panggung utk mencari massa agar melawan pemerintah
Ikuti ajuran pemerintah indonesia covid itu ada dan nyata dan korbannya sudah banyak.",Positif
"#cakrasteel mendukung upaya Pemerintah untuk memutus mata rantai Covid-19 dan mendukung para petugas medis yang terus berjuang memberi pertolongan dan perawatan di tengah2 pandemi
#cakrasteelberbagi #terbaikkarenamutu #cakrasteellawancovid19 #kitabisa #kitamenang pic.twitter.com/wbJS5S8GhV",Positif
"Terimakasih serta apresiasi yg tinggi kepada @pertamina yg turut mendukung Pemerintah bersama Paramedis dlm melawan Covid 19
#APDTenagaMedis",Positif
"Gubernur Gorontalo, Rusli Habibie, mengimbau masyarakat untuk mengikuti anjuran pemerintah terkait pencegahan penyebaran virus corona (covid-19).
#GubernurGorontalo
#RusliHabibie
#AnjuranPemerintah
#Covid-19  https://gopos.id/patuhi-anjuran-pemerintah-bila-ingin-gorontalo-kembali-zona-hijau-covid-19/ … pic.twitter.com/WPnk3Xmm2d",Positif
"Halo Kak Kimi. Sesuai himbauan pemerintah untuk melakukan Social Distancing terkait dengan penyebaran virus corona (COVID-19) serta mempertimbangkan kesehatan dan keselamatan semua pihak yang terlibat dalam proses pengundian program undi-undi hepi, maka (1/2)",Positif
"Walaupun aktivitas masyarakatnya  hanya perlahan tidak apa2 intinya kita sebagai rakyat punya motivasi dan kepastian dari pemerintah @jokowi .. 
Tingkatkan kerjasama dgn pemerintah terkecil dahulu yang kita punya RT/RW, pastikan mereka bisa menjaga lingkungan bersih dr covid 19!",Positif
Selamat malam Bpk/Ibu. Kami informasikan Bank BRI bekerja sama dengan Kementerian Sosial untuk penyaluran dana Bantuan Sosial Tunai bagi masyarakat yang terdampak Covid-19 dan sudah terdaftar oleh Pemerintah Setempat. (1),Positif
"Pemerintah : menyarankan dirumah aja untuk memutus penyebaran covid dan istirahat yg cukup untuk menjaga imunitas tubuh

Anak muda : begadang, stres, kusut, boke",Negatif
"Tenang...., Jubir Pemerintah Nyatakan Covid-19 Sudah Mulai Dapat Dikendalikan  https://www.suarakarya.id/detail/110746/Tenang-Jubir-Pemerintah-Nyatakan-Covid-19-Sudah-Mulai-Dapat-Dikendalikan …",Positif
"Apresiasi Dokter Muda Lawan Covid-19,Bamsoet Dorong Pemerintah Berikan Beasiswa Pendidikan Spesialis  https://mpr.go.id/berita/detail/apresiasi-dokter-muda-lawan-covid-19-bamsoet-dorong-pemerintah-berikan-beasiswa-pendidikan-spesialis …",Positif
Pemerintah Rancang Exit Strategy Hadapi Covid-19  https://medcom.id/s/8koBZ0Rb  pic.twitter.com/7QG7LqECoP,Positif
"Sekarang kalau iuran naiknya Rp 50 ribu per kepala, satu rumah ada 4 kepala jadi naiknya Rp 200 ribu. Di era Covid-19 seperti ini uang Rp 200 ribu sangat berharga sekali. Sensitivitas pemerintah itu bagaimana?  @FPKSDPRRI @tifsembiring @PKSejahtera @MardaniAliSera @JazuliJuwaini",Negatif
"Meski sy setuju dgn tulisan ini bahwa aksi karitas saja tdk cukup utk tangani Covid, & peran aktif pemerintah adl vital; konsep solidaritas yg diangkat di sini agak naif & utopis. Solidaritas di masyarakat modern berarti pembagian kerja, yg jg berimplikasi pd masyarakat kelas.  https://twitter.com/jakpost/status/1257630389373468674 …",Positif
"Repotnya, Menkeu justru berhutang dg alasan spy masyarakat memiliki ketahanan saat pandemi Covid-19. 

Mohon maaf, 
kebijakan itu tdk serta merta membuat masyarakat memiliki ketahanan, tetapi justru jadi ""mendem"" khususnya pemerintah. 

Pemerintah ???
tak ada harapan Pak Amien...",Negatif
Bamsoet Dorong Pemerintah Berikan Beasiswa Pendidikan Spesialis ke Dokter Muda Pejuang Covid-19  https://www.goaceh.co/berita/baca/2020/05/05/bamsoet-dorong-pemerintah-berikan-beasiswa-pendidikan-spesialis-ke-dokter-muda-pejuang-covid19/?utm_source=dlvr.it&utm_medium=twitter …,Positif
Gotong royong kita rakyat mencegah covid ... kalo menunggu bantuan pemerintah kasihan yg dibawah sudah corona menjadi coronis mari kita ulurkan tangan saling bergandengan itulah tugas tangam kita 🙏,Positif
"sma 11,ga coret2 og,cuman ttd temen2 sekelas
trs ga ada konvoi2,terkondisi,mengikuti anjuran pemerintah ttg virus covid-19 kak,cuman kebetulan maskernya di copot khusus buat foto doang",Positif
"Halo teman-teman. Penyebaran virus covid-19 semakin meluas dan meresahkan. Karenanya, pemerintah mengeluarkan aturan PSBB di beberapa daerah guna memperkecil perluasan penyebarannya. Yuk mari ikut serta membantu pemerintah & tenaga medis dlm mengatasi Covid-19 dengan #dirumahsaja pic.twitter.com/BPcTdVrAti",Positif
Lha iyalah....secara bali paling sedikit positif covid 19 n penularan di balipun sangat sedikit prosentase nya....ntar kan bisa di klaim keberhasilan pemerintah 😁 memang cerdas pemerintah RI,Positif
"Dia protes soal pemerintah dan media2 mainstream yang jarang kasih berita2 positif soal COVID-19, yang diberitakan cuma ketakutan dan tanpa solusi buat rakyat yg nyari duit harus keluar rumah. Jargon DirumahAja cuma buat orang mampu.
Ya caranya dia unik tapi maksudnya baik. 😄",Positif
Ketua Majelis Pertimbangan PAN Hatta Rajasa mengingatkan pemerintah memprioritaskan penanganan pandemi Covid-19.  #Viruscorona https://m.jpnn.com/news/bawakan-pidato-bertitel-covidnomic-hatta-rajasa-beber-analisisnya-soal-pandemi-ekonomi …,Positif
"dari pemerintah baik daerah maupun pusat.dan kami juga terkena dampak dari pandemik covid-19 .dan saya minta penjelasan tentang kriteria penerima BLT seperti apa.
Orang tua saya hanya supir bentor(becak motor) ibu sya penjual asoangan di sekolah apakah kami termasuk dalm kritera",Positif
"Assalamualikum Wr.Wb. Keluarga saya sbelum covid maupun sesudah covid..blom pernah dpt bantuan dri pemerintah  atau pun desa stempat..KK/KTP mah dikumpulin,,sampai saat inh blm ada bansos apapun..mohon pencerahannya bapak",Negatif
Biar aja Gak turun...yg pentingnya duitnya ada.. sambil membantu Pemerintah agar keuntungannya bisa membantu yg terdampak Covid-19...kalo mental miskin Bagitu memang naik sedikit demo...kayak hidup gak berTuhan Yang Maha Kay. Minta dong Ama Tuhan Sang Maha Kaya😂,Positif
"mrepet ke pembicaraan penanganan pemerintah thd covid.

""Iyasih grgr presidenny mbak Okta ini""
""Ehh dok.. engga enggaa naudzubillah punya presiden kyk gitu""
""Lohhh ngaku aja mbak , samean milih dia kan""

Negara lain bangga dg presidennya, rakyat Indonesia malu sama presidennya.",Negatif
Serikat Petani Indonesia (SPI) mendesak pemerintah supaya segera memberikan stimulus di tengah pandemi COVID-19.  https://kumparan.com/kumparanbisnis/serikat-petani-minta-stimulus-ke-pemerintah-di-tengah-pandemi-corona-1tMAwaRxLcf?utm_medium=post&utm_source=Twitter&utm_campaign=int …,Negatif
"Betuul. Tetap hidup sehat, ikuti protokol pencegahan dr pemerintah dan tetap happy. Ini lhoo, korban covid yg sdh dinyatakan sembuh saja, bisa kambuh (tanpa gejala) dan meninggal. Meninggal itu mmg urusan Allah. Tp ikhtiar itu wajib  pic.twitter.com/3kCy6QaIGQ",Positif
"Pemerintah Kota (Pemko) Batam dinilai sigap dan responsif dalam menangani wabah Corona Virus Disease 2019 (Covid-19) di wilayah ini. Terbukti, hingga Selasa (5/5), sebanyak 15 pasien dinyatakan sembuh, dari total 35 pasien yang dinyatakan positif Covid-19. 
#coronavirus",Positif
Apresiasi Dokter Muda Berjuang Lawan Covid 19 Bamsoet Dorong Pemerintah Berikan Beasiswa Pendidikan  http://dlvr.it/RW2qTc  pic.twitter.com/GQVfVRiJJk,Positif
"Mba @NajwaShihab kapan mau bahas masalah anggaran kartu pra kerja di Mata Najwa? Siapa tau pemerintah kesentil dan memindahkan anggaran 5,6T untuk menangani covid wkwkkw. Ditunggu ya di @MataNajwa
 https://m.wartaekonomi.co.id/berita283968/alamak-orang-dpr-bongkar-hubungan-najwa-shihab-dengan-startup-di-proyek-kartu-prakerja …",Negatif
"Pemerintah Kabupaten (Pemkab) #Kebumen mencatat sudah ada 56.632 pemudik yg telah memasuki wilayah Kebumen selama penetapan status keadaan Darurat Bencana Non Alam Covid-19. 

Priben son ? 
@MbahMangir @Den_Sabaro @bengkeldodo
@BaGGioSastro @YanniPramono
 https://kebumen24.com/belum-lebaran-jumlah-pemudik-yang-tiba-di-kebumen-mencapai-56632-orang/amp/?__twitter_impression=true … pic.twitter.com/i6kBtqN1RU",Negatif
"🚫STOP menyalahkan COVID-19, pemerintah, keadaan, lingkungan, teman apalagi orang tua,, ketika kamu gagal, itu salahmu sendiri",Positif
"Saya sungguh ga mengerti apa yang ada dalam fikiran pemerintah,  tekanan devisa kita yang  luar biasa kencang, negara ini sudah defisit, isu Covid yang makin mengkhawatirkan,  kok malah berfikir meng-import bawang putih.. bukannya menggalakkan panen petani yg terpuruk.  https://twitter.com/tempodotco/status/1257623836809297920 …",Negatif
"4. Hindari atau batasi berada di tempat ramai. Ikuti anjuran pemerintah

5. Hindari kontak dekat dengan orang sakit

6. Bersihkan dan disinferksi permukaan dan benda-benda mati yang sering disentuh

Mari cegah penyebaran Covid-19 mulai dari hal kecil!
#BandungLawanCovid19",Positif
"Ayo taati Anjuran Pemerintah dengan tidak Mudik, guna memutus Rantai Penyebaran Covid-19.

#divhumaspolri
#humaspoldabanten
#polrescilegon
#humaspolrescilegon
#polripromoter
#imbauanpolri
#polrihumanis…  https://www.instagram.com/p/B_zk7dSjp3T/?igshid=x2p55j4q8z5p …",Positif
"Kunci sukses untuk menangani covid-19 agar cepat beres & bisa berbisnis lagi adalah KITA mau sama-sama repot & disiplin ikuti semua anjuran yang sudah disarankan oleh pemerintah & mui

Jaga jarak & pakai masker. Jangan lupa cuci tangan & membersihkan diri setelah aktivitas",Positif
"Assalamualaikum Pak @fadlizon bagaimana dengan nasib perantauan macam kami ini yang abis kena pemutusan kerja akibat dampak covid 19,dan kami tidak bisa pulang karena anjuran pemerintah, bansos pun tak ada, bahkan kami butuh biaya hidup karena kami sudah tidak ada penghasilan",Negatif
"Vietnam udah buka lockdown gara gara selama 8 hari sebelum dibuka udah ga ada yang kena covid 19, tapi 9 hari setelah dibuka malah ada yang positif lagi. Seharusnya ini bisa jadi pelajaran buat pemerintah indonesia sih semisal mau cabut PSBB atau segala macemnya",Negatif
"Semoga saja virus covid 19 cepet hilang Bu..semua masyarakat resah, contohnya di saya ngga ada bantuan dari pemerintah pusat/propinsi/kabupaten...",Negatif
"Proyek Pemerintah Terkena Imbas Pandemi Covid-19, Rekanan di Kebumen Lesu  https://bit.ly/3aZsRNu  #KRjogja #COVID19",Negatif
"Masih hangat juga diingatan kita semua, baru beberapa minggu lalu ia menggelar konser galang dana untuk membantu pemerintah memerangi covid-19. Tak tanggung-tanggung, 7,6 miliar ia kumpulkan dalam beberapa jam saja.  pic.twitter.com/JKaLMyGKSn",Positif
Semoga dengan berdirinya Rumkitlap Artha Graha Peduli ini bisa menjadi contoh penanganan COVID-19 bagi pemerintah daerah loh!#ArthaGrahaPeduli #AGPeduli #RumkitlapAGP #AGPMelawanCovid19 #LawanCorona #CegahCorona,Positif
"Sebaiknya Pemerintah tdk perlu melonggarkan kebijakan PSBB, sbab klu pertimbangan ekonomi menjdi prioritas utama, mk tentu sj sulit utk memutus mata rantai penyebaran covid-19. Apakah ini pertanda, pemerintah cari jalan pintas dgn mengorbankan masyarkat? Atau menyelamatkan rakyat",Negatif
Lagi mendukung upaya pemerintah menghadapi covid e wqwq,Positif
"Kemaren bapaku debat sama tetangga soal peraturan pemerintah tentang covid, tetanggaku ngeyel banget sampe bikin emosi. Salut sama bpku pas bilang "" peraturan pemerintah pokoke wes dipikir mateng insyaallah terbaik, ngibadah gak cuma ngenteni korona, tp angger dino yo ngibadah""☺️  https://twitter.com/d0nath/status/1257509223639867392 …",Positif
Penjelasan menarik soal bantuan pemerintah utk perusahaan di tengah pandemi Covid-19 utk menimilasiri terjadinya PHK & menjaga berputarnya roda ekonomi.  https://youtu.be/HaraFkhonFo ,Positif
"Selain harga BBM yang masih kompetitif, Komaidi juga menduga bahwa kondisi sosial-ekonomi dunia dan domestik yang ""tidak normal"" terutama terkait pandemi COVID-19 juga menjadi basis pemerintah untuk belum menyesuaikan harga BBM.",Negatif
"Di Jatim, Kab. Gresik dan Lamongan adalah daerah dengan kasus Covid-19 yg tinggi. Oleh karena itu, semua pihak turut berperan dalam menanggulangi wabah ini 😇
#SahabatSIG, tetap jaga kesehatan dan kebersihan, serta patuhi arahan pemerintah dalam penerapan pembatasan sosial ya !  pic.twitter.com/SxNADu7wP8",Positif
"Indonesia dijamin ngga akan beres covid-19 kalau

1. Kesadaran semua lapis masyarakat rendah
2. Test PCR belum mencapai target 10 ribu per hari (sampai hari ini masih 4-5 ribu sehari)
3. Pemerintah masih melonggarkan PSBB",Negatif
Ternyata Pemerintah tidak konsisten dengan berbagai kebijakan yg sdh dibuat. Pemerintah lebih mengutamakan penyelamatan ekonomi daripada keselamatan dan kesehatan masyarakat. Lalu untk apa semua kebijakan penanganan covid-19 dibuat kalau kemudian diberikan kelonggaran2? Aneh juga,Negatif
"Bisa Juga dng membuka pasar dengan menutup ruas jalan serta mengatur jarak pedagang sesuai protokol Covid-19, seperti yang dilakukan pemerintah Kota Salatiga.
@Kemendag
#Berbagicerita",Positif
"Pemerintah kemungkinan akan membuka kembali layanan transportasi di tengah pandemi Covid-19. Upaya ini dilakukan untuk menyelamatkan ekonomi dengan tetap memperhatikan protokol kesehatan. 

#Ekonomi #adadikompas
 https://bebas.kompas.id/baca/bebas-akses/2020/05/05/operasional-layanan-transportasi-terus-dibahas/?utm_source=medsos_twitter&utm_medium=link …",Positif
"Makanya pemerintah perlu permudah akses untuk RS bisa dapet PCR pak, klau pasien sudah bisa dipastikan negatif covid-19 RS lebih mudah merawatnya. Operasi elektive bisa jalan lagi Dan pendapatan RS bisa kembali beranjak normal. Tidak bisa hanya sebatas himbauan saja",Negatif
"Pemerintah: jangan panic, tetap social distancing Dan tingkat kesembuhan covid sangat tinggi.

Netizen: pemerintah menyepelekan dan tidak transparan

JRX: jangan panic, tetap social distancing Dan tingkat kesembuhan covid sangat tinggi.

Netizen: bagus opini nya bli",Positif
"Peta sebaran Covid-19 Kabupaten Bangkalan (Update Data per 5 Mei 2020)
.
Jangan panik dan tetap ikuti himbauan dari pemerintah, jhek kaloaran mon tade’ parlonah #dirumahaja 
.
.
#bangkalanlawancovid19 #bersamacegahcorona pic.twitter.com/k5tfDNo9Ut",Positif
"Dilonggarkan atau tidak pun, tidak ada pengaruhnya. Diperketat saja terus meningkat, apalagi dilonggarkan? Pemerintah hrs tetap konsisten dengan berbagai kebijakan. Ingat.! Anggaran Negara sdh banyak terkuras untk penanganan covid-19. Apakah ini pertanda Pemerintah sdh menyerah?",Negatif
"Iyaaa ih
Jahat abis
Padahal isi pidato dia cuma pengertian covid ama apa yg dilakukan pemerintah skg dan tujuannya apa. Gada nentang2 nya.
Jahat emg orang2",Negatif
"jika cara pemerintah menangani covid-19 tidak membaik, puasa bisa berlanjut sampai tahun 2021 dan dilakukan oleh semua umat beragama, bukan hanya muslim.",Negatif
"Tolong tolong lah manusia yg ado di padang ko, kalau psbb kecek pemerintah tu yo batanang lah dirumah ko masih ado juo yg ngumpua² duduak² ditapi jalan. Kalo modeko ndak ka ilang gai covid ko do. Ndak ka nio bagai sumbayang rayo bisuak?",Positif
"RT BPPKkemenkeu: Dampak Covid-19 makin meluas. Sektor usaha dan masyarakat yang harus menanggung beban ekonomi semakin banyak.⁣
⁣
Karena itu, Pemerintah memperluas cakupan penerima insentif Pajak Penghasilan (PPh) dan Pajak Pertambahan Nilai (PPN) hingga ke UMKM melalui PMK …",Positif
"Ngenes banget gada toleran dari sebuah perusahaan bumn yg modal utama nya dari rakyat, pemerintah harus turun tangan coba bayarin dulu hutang anda ke pln biar ada solusi nya..klo kek gini rakyat kalah banyak terkena dampak covid dan nestapa ekonomi dari para pengatur negri😢  pic.twitter.com/4Ia8joCgbS",Negatif
"Dampak Covid-19 makin meluas. Sektor usaha dan masyarakat yang harus menanggung beban ekonomi semakin banyak.⁣
⁣
Karena itu, Pemerintah memperluas cakupan penerima insentif Pajak Penghasilan (PPh) dan Pajak Pertambahan Nilai (PPN) hingga ke UMKM melalui PMK No.44/PMK.03/2020.⁣  pic.twitter.com/ers9oLXdWU",Positif
"Selain karna kurangnya tes corona yg dilakukan, kasus covid-19 Indonesia uderreported diduga karena penahanan data oleh pemerintah. Jubir Satgas Corona pernah bilang pihaknya merasa tak berbohong soal data corona, tapi hanya mengatur kebenarannya. Mengatur kapan data dikeluarkan",Negatif
"Bahas TKA dong, TKI dipertanyakan oleh pemerintah, kenapa TKA bisa masuk, siapa yg bisa menjamin mereka bebas dari Covid 19",Negatif
"Kasus COVID-19 di Indonesia terus mengalami peningkatan. Berdasarkan data  http://kawalcovid19.id  per tanggal 3 Mei 2020, pasien positif COVID-19 mencapai 11.192. Melihat dari sisi pemerintah Indonesia, apa saja upaya yang telah dilakukan dalam menangani COVID-19? 

@thefr3y pic.twitter.com/8tOsFNMDVW",Negatif
"ga mau komen soal kinerja pemerintah karna aku ga mengerti tentang itu, tapi gimana kita mau menang lawan covid kalo orang orangnya ga saling kerja sama.",Positif
"Kasus positif melesat, pemerintah kekeh klaim berhasil kendalikan Covid-19
 https://www.alinea.id/s/b1ZMP9ubL  pic.twitter.com/tTMQQ0ZlEV",Negatif
"Terlebih lagi di masa pandemi Covid-19, Pemerintah harusnya fokus untuk menangani pandemi dan menjamin kesejahteraan rakyat, bukan membahas RUU yang minim urgensi.

Simak Kajian Kolaborasi Omnibus Law selengkapnya melalui tautan berikut:

 http://bemui.id/KajianKolaborasiOmnibusLaw … pic.twitter.com/QTDffI59Ez",Negatif
"Geli sih. Kemaren pemerintah pas nyantai bilang kalo Covid-19 bisa ditangani gausah takut. Eh, rakyat ga percaya dengan jumlah yg positif.
Sekarang pemerintah kasih himbauan ini itu malah percayanya sama Jrx yg bilang Covid-19 ga berbahaya. 

Otak kau udang rebus ta?",Positif
"Geram dgn tweet2 yg menyepelekan wabah covid 19.

Anda anti pemerintah atau sk mempolitisr isu, itu pilihan anda.

Tp jgn giring opini yg membahayakan nyawa org. 

Saat bnyk org sdg khwtr, lelah, takut, lapar, mari kuatkan mrka. Hibur mrka. Ingatkan mrka utk jaga hidup baik2.",Positif
"Doaku semoga covid-19 segara beres, agar semua orang gak dicurigai terus, sehatt terus ya kak dan semuanya. Semangat tetap ikutin aturan pemerintah biar kita bisa memutus rantai covid-19💜 Saranghae stay at home @BTS_twt pic.twitter.com/JqIMHOztn9",Positif
"Pak ⁦@jokowi⁩ , ⁦@aniesbaswedan⁩, ⁦@ridwankamil⁩ , ⁦@ganjarpranowo⁩ , ⁦@KhofifahIP⁩ , bagaimana tanggapan para gubernur dan panglima gugus tugas pemberantasan pandemi covid-19, tolong beritahukan pemerintah usat utk tegas  https://www.suara.com/bisnis/2020/05/05/112757/warga-dibolehkan-mudik-oleh-kemenhub-aturannya-keluar-sore-ini …",Negatif
"Selamat Sore #KawanPajak

Sehubungan dengan imbauan pemerintah terkait pandemi CoVid-19 untuk #DiRumahAja
Status #WFH atau Work From Home tidak menurunkan kinerja pegawai dan aktivitas monitoring kinerja tetap dapat dilakukan secara online. pic.twitter.com/dh7y6l9kwL",Positif
"Jangan mau dibodohi pemerintah lah, covid itu cuma konspirasi semata

Pingin ku tonjok rasanya 🙂🙂",Negatif
"Level DPR level pengawasan dan perencanaan, bukan level pelaksana, salah kaprah kalo Ada yang jadi anggota satgas COVID-19. 
Menurut saya yang dikritik Najwa bukan bikin satgas tapi gimana mereka mengawasi kinerja pemerintah dan merencanakan anggaran.",Negatif
"Pemerintah itu harus bertindak cepat & tepat namun tetap hati2 & penuh perhitungan.  Pemerintah harus punya sikap dan tidak asal ikut ikutan Luar Negri, seperti keputusan tidak melakukan lockdown dan menjaga stabilitas harga BBM dimasa pandemi Covid 19 @MyPertaminaID pic.twitter.com/TOrJD2tD0z",Negatif
"Ditengah Pandemi COVID-19 ini, keterbukaan pemerintah jadi sesuatu yang paling penting. 
-
@opengovpartnership
#dirumahaja
#InklusifTerbuka",Positif
"Kui gur efek gunung es menurutku, seng rabecus yo pemerintah pusat kakean retorika bahasa, kakean agenda diluar covid, kakean manut opung-putri founding father muntap too bayingan durung mentri ro dpr seng asusasusan.",Negatif
"orang-orang goblok

bilang nya pemerintah Ndak becus buat nanganin covid?

anda tidak lihat berita, banyak warga yang mudik, keluyuran ndk jelas
 
emang situ ngikutin peraturan PSBB?",Positif
"Kita ingin sgr Covid-19 tapi kebijakan pemerintah seperti izin operasi semua moda transportasi dan mereka yg berumur 45 ke bawah boleh bebas beraktivitas. Itu semua melemahkan PSBB yg susah  payah dilaksanakan pm daerah.
 https://nkriku.com/melawan-covid-19-atau-selamatkan-ekonomi-sosiolog-pemerintah-jangan-bikin-bingung/ …",Negatif
Lau tau ga sih gue dirumah maksain banget segala sesuatunya. Physical dan social distancing sampe gue jamuran lumutan dirumah. Gampang banget orang orang mudik dan ga ngelakuin apa yg dianjurkan pemerintah buat memutus rantai covid.,Positif
Pemerintah aja suka suka hati bikin aturan tentang covid hyung ~ plot twist,Negatif
"ini faktor kesengajaan krn tidak mau nanggung kebutuhan dan keselamatan rakyat, sementara pemerintah sudah tidak sabaran lagi dengan covid-19... dan ditambah lagi pemerintah sdh merasa kuat, bancakan tidak akan disentuh hukum",Negatif
"Dengan adanya wabah ini, kok pemerintah terkesan lebih takut dengan Corona ya dibanding Tuhan? Lihat saja wakil kita di DPR, mereka lebih memilih mengesahkan UU yang menyengsarakan rakyat ketimbang harus memikirkan nasih rakyat ditengah pandemic covid-19 ini",Negatif
"Kalo mereka pada nyerah terus siapa yang mau nangis pasien covid 19 , coba kasian sama mereka yang udah mempertaruhkan nyawanya buat kalian manusia manusia yang ngeyel sama peraturan dari pemerintah.",Positif
"gue sebenernya stres, ga bisa balik jkt karena merebaknya covid19. tapi gue ga bisa maksa buat balik karena ortu takut gue ketularan covid dan akhirnya gue stay di jogja for the good will. tapi tiap kali gue ngeliat statement dari pemerintah... rasanya sakit hati banget asli.",Negatif
"gimana perasaan lo musim covid kakek lo meninggal karna ada tumor tapi nggak bisa pulang karena matuhin pemerintah, ehhh kok mcd tutup aja ngumpul yang katanya PSBB, ehh soeta aja orang pada antri buat mudik naek pesawat ehhh bangsat anjing!",Negatif
Pemerintah klarifikasi ini itu. Terlanjur kebijakannya soal pandemi covid nya plintat plintut. Warga +62 banyak abunawas cara cari celah bgitu d kasih peluang. Petugas medis dan masyarakat yg sdh taat aturan yg kasihan.,Negatif
"Cuci Tangan Dengan Bersih
Untuk Cegah Penyebaran COVID-19

Ikuti Dan Patuhi Himbauan Pemerintah
Bersama-Sama Kita Cegah Penyebaran COVID-19

#PolrestaManadoCegahCovid-19 pic.twitter.com/AEkSz5TY04",Positif
"Sebentar lagi New normal akan dimulai, aktivitas masyarakat akan kembali sediakala sebelum pandemi Covid 19...mari bersama-sama ubah pola hidup lama ke pola hidup baru dalam menyambut New normal ditengah pandemi Covid 19 dengan mematuhi anjuran pemerintah  pic.twitter.com/xSYailDy1Y",Positif
"Presiden nya meremehkan covid, dengan gk ada social distancing, pemerintah nya pun juga menyuruh rakyatnya agar tetap bekerja seperti biasa, masyarakat tetap dibebaskan untuk berkerumun disana",Negatif
Tahapan menuju #NewNormal bukan krn kita merasa tangguh dan berani melawan #covid. Tapi dicapai dengan ukuran yang jelas dan transparan bagi warga. Usaha dan aksinya pun jelas termonitor. Kepercayaan kpd Pemerintah jadi kunci kepatuhan.,Positif
"Saya yakin covid 19 ini akan berakhir, hanya saja kebijakan pemerintah yaitu new normal mengkikis keyakinan saya.",Negatif
"Ikuti protokol yang telah ditentukan pemerintah untuk cegah covid 19 dengan tunda mudik kita lebih sayang sama keluarga

Tetap tunda Mudik untuk Cegah Penyebaran Covid-19.

#semuapedulicovid19
#Tundamudikjogjasehat
#dirumahajadulu pic.twitter.com/5az0x4C84T",Positif
Lawan Covid 19 dengan tetap Ikuti anjuran Pemerintah 👍  https://www.instagram.com/p/CAy8J9_BeYv/?igshid=axq13e8usdwe …,Positif
"Ikuti protokol yang telah ditentukan pemerintah untuk cegah covid 19 dengan tunda mudik kita lebih sayang sama keluarga

Selalu pakai masker siapapun anda dan dimanapun anda berada

#semuapedulicovid19
#Tundamudikjogjasehat
#dirumahajadulu pic.twitter.com/Zr8B5TRAin",Positif
Jika Sekolah sudah dibuka dan siswanya tertular Covid-19 maka dosa pemerintah tidak bisa untuk dimaafkan...  https://twitter.com/fahiraidris/status/1266504596710555650 …,Negatif
"Ikuti protokol yang telah ditentukan pemerintah untuk cegah covid 19 dengan tunda mudik kita lebih sayang sama keluarga

Selalu Kenakan Masker 
Bersama Lawan Corona
#semuapedulicovid19
#Tundamudikjogjasehat
#dirumahajadulu pic.twitter.com/lJfeaJ0w90",Positif
"Santuy, ak jg santuy shay 🤭 ya kalo dri pemerintahny aj kurang begitu tegas, gmn masyarakatny mau nurut gitu, dr awal dah tau pandemic muncul, pemerintah kt mn ad was2 gitu, dan ga lgsg ksih boundary bwt org dr negara yg trdmpk covid msk ke indo, malah TKA china beruntun dtg🤦🏻‍♀️",Negatif
Kan berita tentang pemerintah sama toxic kaya berita tentang covid. Mungkin masih banyak lagi yang bersaing gini mengorbankan orang banyak.  https://twitter.com/PartaiSocmed/status/1266332875734970368 …,Negatif
"kalau mau pemerintah yg tegas, tiap orang keluar ngumpul ditangkepin , tiap ada ojek onlen lg keluar dijalan tangkepin, mungkin cepet kelar, tp orang orang bukan mati krna covid, tp krna kelaparan ndak ada duit dan tdk bsa belanja  https://twitter.com/agisubagio/status/1266555001016430592 …",Negatif
"#jatimNow Gugus Tugas Percepatan Penanganan COVID-19 (GTPPC19) melalui BNPB seperti dilansir  http://bnpb.go.id  memberikan dukungan kepada Pemerintah Provinsi Jatim.
 https://jatimnow.com/baca-26836-bnpb-sebut-bantuan-mobile-combat-covid19-untuk-jatim …",Positif
